GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2017,2017,2017,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,2.63,2.63,1.65963,3.63846
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2013,2013,2013,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,3.03,3.03,1.86202,4.15973
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,74.72511,74.7 [67.7-80.6],67.74538,80.6264
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,1007343.0,1007343 [824643-1222109],824643.1,1222109.0
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1.0,1.0 [1.0-1.1],1.0,1.1
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,1984,1984,1984,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3.3,3.3 [1.4-6.2],1.4,6.2
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.4,4.4 [4.4-4.5],4.4,4.5
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/raised-fasting-blood-glucose-%28--7-0-mmol-l%29-%28crude-estimate%29,1984,1984,1984,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.6,3.6 [2.1-5.7],2.1,5.7
NCD_CCS_CANCER_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cancer,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-evidence-based-national-guidelines-protocols-standards-for-the-management-of-cancer,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1992,1992,1992,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,40.60772,40.6 [37.4-43.9],37.38908,43.9087
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-fasting-blood-glucose-age-standardized-estimate,1993,1993,1993,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,5.26054,5.26 [5.00-5.52],4.99728,5.51803
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi--25-%28age-standardized-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,8.32721,8.3 [7.8-8.9],7.77448,8.90374
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,2.73084,2.7 [2.5-3.0],2.48419,2.98834
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.67803,0.7 [0.6-0.8],0.56991,0.79615
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,1989,1989,1989,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.4,4.4 [4.2-4.6],4.2,4.6
NCD_CCS_TOB_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of tobacco dependence,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-evidence-based-national-guidelines-protocols-standards-for-the-management-of-tobacco-dependence,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3.02978,3.0 [1.9-4.4],1.94771,4.37258
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,2038165.0,2038165 [1660327-2473183],1660327.0,2473183.0
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,2.22216,2.2 [1.8-2.7],1.82199,2.6639
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,882336.4,882336 [613203-1179071],613202.5,1179071.0
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,23.72258,23.7 [22.4-25.1],22.38184,25.07545
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1983,1983,1983,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.17,1.17,,
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.2,3.2 [3.1-3.3],3.1,3.3
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,27.75438,27.8 [26.1-29.5],26.06579,29.48582
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1.0,1.0 [1.0-1.1],1.0,1.1
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,58.6555,58.7 [52.3-64.5],52.33115,64.45268
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,10.5308,10.5 [8.5-12.9],8.51,12.8632
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,3.3,3.3 [3.2-3.4],3.2,3.4
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,58.5527,58.6 [50.7-65.5],50.68803,65.50443
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.4,4.4 [4.3-4.5],4.3,4.5
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4.62721,4.6 [4.4-4.9],4.36379,4.89592
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,33.28633,33.3 [31.9-34.6],31.92055,34.62378
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,56.2542,56.3 [48.8-63.0],48.82767,63.01807
NCD_CCS_targets,Existence of a set of time-bound national targets based on WHO guidance,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-a-set-of-time-bound-national-targets-based-on-who-guidance,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,,Yes,,
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized rate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-agestd-tobagestdcurr,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,46.6,46.6 [38.1-55.2],38.1,55.2
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2005,2005,2005,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.08081,0.1,,
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28age-standardized-estimate%29-%28-%29,1994,1994,1994,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,0.64629,0.6 [0.5-0.8],0.52591,0.78311
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,0.8889,0.9 [0.7-1.1],0.72556,1.07009
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,1974,1974,1974,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.01,0.01,,
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,32.748,32.7 [31.1-34.4],31.05556,34.42215
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_06,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,3.3,3.3 [3.1-3.4],3.1,3.4
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,2.55329,2.6 [2.3-2.8],2.31727,2.80868
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,2656890.0,2656890 [2055692-3371682],2055692.0,3371682.0
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,24.84786,24.8 [23.2-26.4],23.23221,26.41539
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-adults-bmi-greaterequal-25-%28crude-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,20.24755,20.2 [19.6-20.9],19.62716,20.87714
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-overweight-among-children-and-adolescents-bmi-1-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2022,2022,2022,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,8.2701,8.3 [6.6-10.1],6.60486,10.12058
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,29.31227,29.3 [27.8-30.9],27.78189,30.87583
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,12.2715,12.3 [9.4-14.5],9.37,14.5233
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-thinness-among-children-and-adolescents-bmi--2-standard-deviations-below-the-median-%28crude-estimate%29-%28-%29,1997,1997,1997,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,34.23658,34.2 [32.3-36.1],32.31911,36.10982
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-children-and-adolescents-bmi-2-standard-deviations-above-the-median-%28crude-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,0.4765,0.5 [0.4-0.6],0.35751,0.61817
NCD_PAC_ADO,Insufficiently active (crude estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-insufficient-physical-activity-among-school-going-adolescents-aged-11-17-years,2008,2008,2008,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,76.47467,76.5 [69.6-82.2],69.5765,82.2087
NCD_CCS_CCBlkrs,General availability of CC blockers in the public health sector,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/general-availability-of-cc-blockers-in-the-public-health-sector,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,,Yes,,
NCD_CCS_NCDUnit_Operational,"Existence of an Operational Unit, Branch, or Dept. in Ministry of Health with responsibility for NCDs",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/existence-of-an-operational-unit-branch-or-dept-in-ministry-of-health-with-responsibility-for-ncds,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,,Yes,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/crude-suicide-rates-%28per-100-000-population%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,14.0048,14.0 [9.6-17.4],9.64,17.4408
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,164552.5,164553 [129178-204765],129178.2,204764.7
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/chol_05,1984,1984,1984,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,3.2,3.2 [3.0-3.4],3.0,3.4
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-obesity-among-adults-bmi--30-%28crude-estimate%29-%28-%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,1.67031,1.7 [1.5-1.8],1.52389,1.83222
NCD_CCS_photocoag,General availability of retinal photocoagulation in the public health system,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/general-availability-of-retinal-photocoagulation-in-the-public-health-system,2017,2017,2017,SEAR,South-East Asia,IND,India,,,,,No,,
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,1995,1995,1995,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,36.27094,36.3 [33.8-38.7],33.83758,38.68655
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4145714.0,4145714 [3021265-5531900],3021265.0,5531900.0
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2015,2015,2015,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,2.77529,2.8,,
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2005,2005,2005,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,398826.0,398826 [259317-557323],259316.6,557322.9
NCD_CCS_PA_SVY,"Has conducted a recent, national adult risk factor survey covering physical inactivity",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/has-conducted-a-recent--national-adult-risk-factor-survey-covering-physical-inactivity,2021,2021,2021,SEAR,South-East Asia,IND,India,,,,,Yes,,
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-attributed-to-non-communicable-diseases-by-type-of-disease-and-sex,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,205276.0,205276 [158570-258880],158569.8,258879.5
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,17.1039,17.1 [16.0-18.2],16.00706,18.21805
NCD_DTH_TOT,Total NCD Deaths (in thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-ghe-ncd-deaths-in-thousands,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,4359539.0,4359539 [3215714-5757764],3215714.0,5757764.0
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,16.25828,16.3 [15.0-17.5],15.03911,17.48639
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28crude-estimate%29-%28-%29,1996,1996,1996,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,36.58484,36.6 [35.1-38.1],35.05373,38.07441
SA_0000001821,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol), three-year average",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-unrecorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29-with-95-ci,2012,2012,2012,SEAR,South-East Asia,IND,India,,,,2.01665,2.0 [0.1 - 3.9],0.07737,3.91221
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-fasting-blood-glucose-age-standardized-estimate,1988,1988,1988,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,5.1628,5.16 [4.70-5.61],4.69818,5.60926
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-total-cholesterol-%28age-standardized-estimate%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,4.4,4.4 [4.3-4.5],4.3,4.5
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hdl-cholesterol-age-standardized-estimate,1994,1994,1994,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.1,1.1 [1.0-1.2],1.0,1.2
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/gho-tobacco-control-monitor-current-tobaccouse-tobaccosmoking-cigarrettesmoking-nonagestd-tobnonagestdcurr,2021,2021,2021,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,1.2,1.2 [0.9-1.6],0.9,1.6
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-underweight-among-adults-bmi-18-%28age-standardized-estimate%29-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,30.87535,30.9 [28.9-32.9],28.876,32.86639
NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/ncd-deaths-under-age-70-%28percent-of-all-ncd-deaths%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,59.922,59.9 [53.8-65.4],53.77964,65.43249
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2011,2011,2011,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.18,0.18,0.11108,0.25335
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/alcohol-recorded-per-capita-%2815-%29-consumption-%28in-litres-of-pure-alcohol%29,2014,2014,2014,SEAR,South-East Asia,IND,India,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.00251,0,,
