GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,85300.0,85300 [73100-95700],73100.0,95700.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,9580.0,9580 [6230-13200],6230.0,13200.0
MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/births-attended-by-skilled-health-personnel-%28-%29,2014,2013,2014,SEAR,South-East Asia,IND,India,,,,81.4,81.4,,
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,54.1,54.1 [46.8-61.1],46.8,61.1
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-age-60-%28years%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,16.11588,16.1,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,53.4,53.4 [39.8-65.4],39.8,65.4
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-birth-%28years%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,62.10872,62.1,,
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,54.0,54.0 [46.2-61.3],46.2,61.3
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,142000.0,142000 [122000-161000],122000.0,161000.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,26.1,26.1 [23.5-28.2],23.5,28.2
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,53.8,53.8 [45.7-61.9],45.7,61.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,79600.0,79600 [71200-86800],71200.0,86800.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,53.3,53.3 [45.7-61.0],45.7,61.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,26.4,26.4 [20.3-32.6],20.3,32.6
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,2.6,2.6 [1.7-3.7],1.7,3.7
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,9058.579,9059 [8254-9622],8254.0,9622.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,8630.0,8630 [5730-12100],5730.0,12100.0
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-birth-%28years%29,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_MLE,Male,65.68546,65.7,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,9370.0,9370 [8600-9940],8600.0,9940.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2012,2012,2012,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,37400.0,37400 [27800-46200],27800.0,46200.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,169223.925,169224 [145898-192111],145898.0,192111.0
HEMOGLOBINLEVEL_PREGNANT_MEAN,Mean hemoglobin level of pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-pregnant-women-%28aged-15-49-years%29,2001,2001,2001,SEAR,South-East Asia,IND,India,,,,107.0,107 [106-109],106.0,109.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,86920.931,86921 [76452-94985],76452.0,94985.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2005,2005,2005,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,79200.0,79200 [62600-95800],62600.0,95800.0
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,27.3,27.3,,
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,3.0,3.0 [1.7-4.6],1.7,4.6
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,26.1,26.1 [23.6-28.1],23.6,28.1
WHOSIS_000015,Life expectancy at age 60 (years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/life-expectancy-at-age-60-%28years%29,2015,2015,2015,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,18.49405,18.5,,
HEMOGLOBINLEVEL_PREGNANT_MEAN,Mean hemoglobin level of pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-pregnant-women-%28aged-15-49-years%29,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,109.0,109 [107-111],107.0,111.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,54.0,54.0 [46.6-60.9],46.6,60.9
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2008,2008,2008,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,77700.0,77700 [59500-96000],59500.0,96000.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,54.0,54.0 [46.9-60.9],46.9,60.9
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,63800.0,63800 [56500-70100],56500.0,70100.0
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-non-pregnant-women-%28aged-15-49-years%29,2013,2013,2013,SEAR,South-East Asia,IND,India,,,,117.0,117 [115-120],115.0,120.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,53.0,53.0 [43.7-61.6],43.7,61.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,3.1,3.1 [2.0-4.2],2.0,4.2
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-women-of-reproductive-age-%28aged-15-49-years%29,2002,2002,2002,SEAR,South-East Asia,IND,India,,,,116.0,116 [113-118],113.0,118.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,7890.16,7890 [7177-8390],7177.0,8390.0
HEMOGLOBINLEVEL_PREGNANT_MEAN,Mean hemoglobin level of pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-pregnant-women-%28aged-15-49-years%29,2015,2015,2015,SEAR,South-East Asia,IND,India,,,,109.0,109 [107-110],107.0,110.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,26.0,26.0 [23.3-28.1],23.3,28.1
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,57.2,57.2 [47.9-65.4],47.9,65.4
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/antenatal-care-coverage-at-least-four-visits,1999,1995,1999,SEAR,South-East Asia,IND,India,,,,44.2,44.2,,
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,8713.411,8713 [7912-9268],7912.0,9268.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,9230.0,9230 [6150-12800],6150.0,12800.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2012,2012,2012,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,26.1,26.1 [20.2-32.2],20.2,32.2
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2002,2002,2002,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,54.0,54.0 [46.9-60.9],46.9,60.9
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,10500.0,10500 [7670-14000],7670.0,14000.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,28.6,28.6 [21.3-35.2],21.3,35.2
HEMOGLOBINLEVEL_CHILDREN_MEAN,Mean hemoglobin level of children aged 6-59 months,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-children-aged-6-59-months,2011,2011,2011,SEAR,South-East Asia,IND,India,,,,106.0,106 [103-109],103.0,109.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,54.2,54.2 [46.1-62.0],46.1,62.0
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2016,2016,2016,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,24.9,24.9 [22.2-27.1],22.2,27.1
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,27.5,27.5 [21.3-33.6],21.3,33.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,53.7,53.7 [45.8-61.5],45.8,61.5
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,590.0,590 [452-739],452.0,739.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2006,2006,2006,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,23.2,23.2 [20.6-25.4],20.6,25.4
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,83900.0,83900 [73500-92900],73500.0,92900.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,10000.0,10000 [6590-13800],6590.0,13800.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2013,2013,2013,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,174000.0,174000 [149000-197000],149000.0,197000.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-women-of-reproductive-age-number-%28in-thousands%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,9700.0,9700 [6390-13400],6390.0,13400.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2004,2004,2004,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,4200.0,4200 [3790-4560],3790.0,4560.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2017,2017,2017,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,325.0,325 [215-448],215.0,448.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2014,2014,2014,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,24.5,24.5 [22.0-26.6],22.0,26.6
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-prevalence-%28-%29,2009,2009,2009,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,53.8,53.8 [45.7-61.9],45.7,61.9
MDG_0000000003,Adolescent birth rate (per 1000 women),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-birth-rate-%28per-1000-women-aged-15-19-years%29,2001,2001,2001,SEAR,South-East Asia,IND,India,SEX,SEX_FMLE,Female,48.9,48.9,,
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2003,2003,2003,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MILD,Mild,58500.0,58500 [51900-64300],51900.0,64300.0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2011,2011,2011,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,9270.0,9270 [6080-12800],6080.0,12800.0
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-women-of-reproductive-age-%28aged-15-49-years%29,2019,2019,2019,SEAR,South-East Asia,IND,India,,,,117.0,117 [114-120],114.0,120.0
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-women-of-reproductive-age-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,2.4,2.4 [1.2-3.9],1.2,3.9
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-non-pregnant-women-%28aged-15-49-years%29,2018,2018,2018,SEAR,South-East Asia,IND,India,,,,117.0,117 [115-120],115.0,120.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2007,2007,2007,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,62.5,62.5 [52.9-70.3],52.9,70.3
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-non-pregnant-women-number-%28in-thousands%29,2000,2000,2000,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,132000.0,132000 [113000-151000],113000.0,151000.0
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-children-under-5-years-number,2010,2010,2010,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,76500.0,76500 [63600-87500],63600.0,87500.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2018,2018,2018,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_MODERATE,Moderate,3470.0,3470 [3030-3890],3030.0,3890.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_SEVERE,Severe,1.3,1.3 [0.5-2.7],0.5,2.7
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mean-hemoglobin-level-of-non-pregnant-women-%28aged-15-49-years%29,2003,2003,2003,SEAR,South-East Asia,IND,India,,,,116.0,116 [114-119],114.0,119.0
NUTRITION_ANAEMIA_PREGNANT_NUM,Number of pregnant women (aged 15-49 years) with anaemia (thousands),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/anaemia-in-pregnant-women-number-%28in-thousands%29,2019,2019,2019,SEAR,South-East Asia,IND,India,SEVERITY,SEVERITY_TOTAL,Total,7580.0,7580 [6700-8200],6700.0,8200.0
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-anaemia-in-children-under-5-years-%28-%29,2010,2010,2010,SEAR,South-East Asia,IND,India,SEX,SEX_BTSX,Both sexes,59.7,59.7 [49.6-68.2],49.6,68.2
